Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Fondling,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Weapon Law Violations
70,3,34,33,1,14,1,0,11,1,0,0,4,4,49,2,0,29,12,4,5,27,0,0,5,8,6,0,8,4,0,1,61,60,1,1
18,0,10,8,0,2,0,0,2,0,1,0,4,0,12,1,0,8,6,1,1,4,0,0,0,1,0,0,3,1,0,2,38,38,0,0
"13,222","5,361","7,455",406,565,891,330,115,367,5,98,21,,787,"9,770",208,56,"4,085","2,438","1,228",5,"21,737",22,15,"6,071","1,963","8,572","2,119","2,930","5,531","1,705",593,"2,758","1,558","1,200",704
"2,611",385,"1,558",668,38,160,64,0,85,11,3,0,502,250,"1,297",76,12,553,324,87,0,"2,798",4,6,"1,060",192,620,81,832,300,57,16,665,395,270,99
370,54,237,79,5,43,9,0,32,2,1,0,52,7,156,3,1,27,19,0,0,130,5,2,14,21,50,1,37,19,2,3,72,37,35,5
151,31,114,6,0,5,3,0,2,0,0,0,44,26,71,6,1,102,67,18,1,238,0,0,116,2,25,8,87,18,7,13,218,135,83,16
83,37,41,5,0,2,1,0,1,0,2,0,68,11,154,7,0,52,28,8,4,217,0,0,62,25,24,5,98,11,20,54,184,94,90,23
452,118,282,52,3,11,4,0,5,2,14,0,170,27,224,8,0,128,110,0,18,681,0,1,315,14,98,34,218,36,23,23,490,405,85,59
370,37,230,103,6,27,9,0,13,1,0,0,79,24,126,11,1,254,101,70,6,437,0,0,127,10,113,17,170,15,4,25,401,262,139,37
"2,440",469,"1,517",454,41,87,57,2,24,4,20,1,825,148,"1,428",76,10,962,592,294,13,"4,614",9,8,"1,448",486,"1,243",228,"1,171",530,165,189,"1,156",633,523,123
46,5,40,1,2,6,3,0,3,0,1,0,44,4,38,0,0,10,4,3,1,85,0,0,0,11,6,1,66,6,1,7,76,49,27,2
1,0,1,0,0,0,0,0,0,0,0,0,4,0,10,0,0,4,3,0,0,21,0,0,0,0,0,2,19,1,0,0,3,3,0,0
3,3,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,2,1,0,0,9,0,0,4,3,1,0,1,1,1,1,8,4,4,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,2,2,0,0,9,0,0,0,2,0,0,7,0,0,1,1,1,0,0
12,0,12,0,0,0,0,0,0,0,1,0,3,3,15,0,0,10,1,2,0,16,0,0,0,4,1,0,11,2,0,0,12,10,2,1
158,23,82,53,1,6,4,0,2,0,1,0,53,19,82,1,0,45,24,16,1,144,0,0,24,18,31,7,62,14,5,2,67,40,27,10
26,11,15,0,0,4,0,0,2,2,2,0,18,5,43,2,0,13,10,1,2,61,0,0,3,0,3,1,54,10,2,7,128,79,49,8
1,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,5,1,0,0,12,0,0,0,0,4,0,8,0,0,0,9,5,4,1
16,4,10,2,0,0,0,0,0,0,0,0,9,18,77,0,0,36,28,5,0,187,0,0,8,0,1,0,178,2,2,25,198,102,96,0
58,5,46,7,3,5,0,0,4,1,2,0,32,5,46,5,0,30,10,7,1,144,0,0,18,6,45,4,71,20,3,8,219,130,89,16
74,6,66,2,0,6,3,0,3,0,1,0,20,5,33,1,0,20,6,3,0,66,0,0,2,3,7,0,54,1,0,0,21,13,8,2
124,15,91,18,1,12,5,0,4,2,3,0,37,21,78,4,1,54,33,11,1,229,0,0,53,4,30,11,129,13,5,11,148,91,57,11
77,8,59,10,0,14,4,0,7,1,1,0,24,13,41,5,1,18,11,2,1,171,0,0,63,9,27,2,70,3,4,2,262,150,112,12
7,1,6,0,0,0,0,0,0,0,0,0,2,2,5,1,0,3,0,3,0,14,0,0,3,1,1,0,9,2,0,0,0,0,0,0
26,5,14,7,0,10,3,1,5,0,2,0,17,17,41,4,0,57,37,12,4,128,1,0,16,0,24,0,87,2,3,6,36,23,13,4
"1,627",342,"1,034",251,42,89,30,7,43,3,5,0,527,75,496,37,3,550,251,233,2,"1,868",5,11,619,46,465,81,635,148,66,31,795,500,295,90
150,25,124,1,2,7,2,1,3,0,0,0,19,12,81,2,0,30,14,4,0,93,0,0,14,5,13,3,58,3,4,4,100,71,29,12
58,13,44,1,0,7,2,0,2,0,0,0,53,22,64,5,0,33,14,11,1,152,0,0,17,9,18,2,106,23,0,9,201,122,79,13
14,4,9,1,1,0,0,0,0,0,0,0,3,2,8,0,0,5,0,1,0,26,0,0,5,3,1,0,17,2,0,0,52,32,20,1
105,23,79,3,3,8,4,0,3,1,0,0,28,11,57,2,0,43,20,12,2,157,1,0,10,23,37,1,84,8,2,8,179,95,84,10
50,1,37,12,0,4,1,0,3,0,0,0,15,11,22,2,0,24,9,4,2,57,0,0,16,4,4,7,26,7,2,0,56,33,23,2
667,67,489,111,9,24,9,2,11,1,1,1,186,68,319,30,3,544,261,156,14,"1,312",2,0,369,31,381,41,486,79,34,15,388,264,124,43
470,31,309,130,1,29,10,0,18,1,4,0,184,14,182,9,5,265,202,21,38,713,0,1,121,42,235,34,280,37,17,15,239,143,96,20
"18,474","4,740","10,273","3,461",612,"1,048",256,56,680,34,151,0,"5,286",749,"8,158",395,83,"5,418","1,955","1,856",308,"33,216",197,174,"7,009","4,825","10,828","1,288","8,863","3,308","1,992",932,"6,013","3,873","2,140","1,584"
67,13,48,6,2,2,0,2,0,0,0,0,30,12,35,1,0,20,7,7,1,123,0,1,20,6,11,7,77,6,1,5,150,96,54,5
11,3,8,0,1,2,2,0,0,0,0,0,1,1,4,0,0,3,1,1,1,21,0,0,1,1,0,1,18,1,1,0,20,14,6,2
203,24,124,55,3,12,5,0,5,0,1,0,50,7,121,3,2,169,114,13,8,443,0,0,125,18,111,9,180,14,8,5,263,186,77,31
7,3,4,0,1,2,1,0,1,0,0,0,2,4,7,0,0,1,1,0,0,12,0,0,3,1,3,0,5,1,1,1,3,1,2,3
9,1,8,0,0,0,0,0,0,0,1,0,8,11,14,0,0,17,7,2,1,39,0,0,10,0,4,1,24,5,0,6,150,70,80,9
359,86,238,35,4,6,1,0,2,3,8,0,149,58,206,23,0,304,163,58,47,"1,350",1,0,664,109,358,62,151,95,28,18,986,699,287,80
5,0,5,0,0,0,0,0,0,0,1,0,4,0,4,0,0,3,0,3,0,14,0,0,2,2,0,4,6,2,0,1,5,3,2,0
52,8,33,11,0,3,2,0,1,0,0,0,19,3,45,0,1,29,5,6,3,39,0,1,8,9,4,1,16,3,0,0,114,73,41,18
53,13,40,0,1,4,2,0,2,0,1,0,24,11,37,0,0,21,2,14,0,123,1,0,42,3,14,2,61,16,5,14,140,93,47,20
47,5,38,4,1,5,2,0,3,0,0,0,17,3,26,2,1,27,11,3,3,112,0,0,12,27,43,2,28,12,1,0,41,19,22,2
8,0,8,0,0,0,0,0,0,0,0,0,9,0,6,0,0,2,0,0,0,21,0,0,0,1,4,0,16,10,0,0,11,6,5,1
7,0,7,0,0,1,0,0,1,0,0,0,7,0,16,0,0,5,3,2,0,14,0,0,1,10,1,0,2,0,0,0,6,6,0,0
167,28,134,5,0,8,4,0,1,2,2,0,112,39,173,1,1,72,42,16,0,420,0,0,72,29,44,3,269,28,24,11,414,226,188,26
"5,107","1,285","2,845",977,50,252,82,43,102,11,39,1,"1,929",177,"2,626",181,35,"1,985",725,759,169,"8,114",10,15,"2,310","1,119","2,859",552,"1,240",768,630,84,"1,633","1,083",550,369
12,5,7,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,17,0,1,0,0,4,0,12,6,1,3,1,0,1,1
317,67,202,48,3,18,7,2,7,2,3,0,146,11,103,14,0,79,53,6,16,344,1,0,104,13,36,27,163,20,10,17,814,525,289,48
92,32,54,6,1,3,3,0,0,0,0,0,37,2,82,5,0,18,8,6,3,106,0,0,32,24,8,3,38,8,5,5,34,18,16,5
253,63,184,6,4,12,9,0,0,1,3,0,242,17,344,1,0,83,53,17,0,609,0,0,87,58,43,0,419,49,16,27,212,132,80,27
142,15,88,39,3,3,2,0,1,0,0,0,45,14,62,1,0,52,39,10,3,182,0,0,11,2,14,3,152,11,0,17,107,68,39,10
47,4,42,1,0,3,1,0,2,0,0,0,35,2,34,0,0,22,10,2,0,52,0,0,3,4,9,1,35,4,3,1,32,22,10,2
40,17,22,1,2,1,0,0,0,1,3,0,22,1,51,1,1,20,10,2,0,43,0,0,0,5,4,2,32,7,6,4,55,40,15,18
40,5,32,3,1,6,2,0,2,2,1,0,40,3,48,0,0,18,8,5,0,82,5,2,9,3,9,2,51,3,3,2,43,25,18,2
2,0,2,0,0,1,0,0,0,0,0,0,2,1,8,0,0,1,1,0,0,13,0,0,1,0,1,0,11,0,0,0,0,0,0,0
35,8,16,11,2,7,2,2,3,0,1,0,30,2,44,1,0,6,2,2,0,100,0,0,15,2,12,2,69,7,3,4,23,21,2,9
107,19,86,2,1,10,4,0,6,0,0,0,39,29,51,0,0,35,22,4,1,141,0,0,6,4,59,0,72,5,4,4,66,46,20,9
"4,283","1,423","2,142",718,39,163,90,20,37,2,59,0,"1,285",209,"1,836",79,30,"2,357","1,204",678,45,"5,731",5,8,"2,053",866,"1,318",362,"1,113",376,282,176,"1,447",952,495,321
84,23,54,7,2,12,3,0,9,0,1,0,122,50,70,8,0,93,66,13,3,365,0,0,152,1,31,18,162,24,8,16,477,269,208,28
16,6,10,0,0,0,0,0,0,0,0,0,1,2,8,1,0,3,2,0,0,33,0,0,4,1,5,0,23,2,1,2,81,55,26,3
100,13,86,1,1,11,3,0,8,0,0,0,48,20,94,5,0,91,38,11,3,252,0,0,67,12,46,8,119,14,10,8,373,234,139,20
344,48,247,49,3,16,6,1,9,0,3,0,110,61,140,31,0,271,126,96,24,921,1,2,456,132,154,51,124,49,27,18,146,123,23,24
59,10,49,0,7,8,5,0,3,0,2,0,85,2,27,1,0,42,27,8,1,67,0,0,0,7,29,4,27,9,2,1,74,46,28,9
680,212,406,62,2,20,7,0,6,7,3,0,356,37,599,22,0,310,170,92,46,"1,599",0,0,170,21,336,82,985,98,50,14,334,266,68,49
41,2,35,4,1,3,0,0,3,0,1,0,30,22,23,0,0,39,13,21,1,200,0,1,47,4,9,0,139,18,2,8,77,46,31,1
"6,877","1,693","4,388",796,57,198,106,4,76,7,90,0,"2,202",372,"2,487",120,13,"1,969",978,717,17,"7,946",36,13,"2,332","1,291","2,609",536,"1,107","1,004",626,51,"2,580","1,941",639,615
"1,750",323,"1,137",290,22,90,17,0,66,6,11,0,415,67,935,17,3,336,242,44,7,"2,354",0,0,55,0,627,78,"1,587",122,95,65,"1,484","1,024",460,286
445,35,322,88,4,25,9,2,2,6,5,0,105,14,197,3,2,89,50,21,0,424,0,0,13,40,0,2,368,14,6,13,268,163,105,21
37,4,31,2,0,7,0,0,3,0,1,0,12,2,10,1,0,13,6,2,0,32,0,0,2,3,2,0,25,6,1,2,27,17,10,1
639,210,341,88,3,17,4,5,8,0,10,0,213,65,443,16,0,134,84,25,22,589,0,5,155,48,158,43,178,41,30,20,227,187,40,44
142,35,94,13,0,21,6,3,11,1,2,0,125,46,152,10,0,137,72,39,22,580,0,4,50,2,113,14,396,40,17,48,322,193,129,22
32,7,22,3,0,3,1,0,1,1,2,0,28,2,18,0,1,9,6,0,2,56,1,0,7,3,4,1,40,3,5,3,28,19,9,3
508,111,349,48,5,22,15,0,0,4,6,0,235,95,345,27,0,293,183,96,6,"1,431",1,1,480,113,370,122,343,152,39,76,968,559,409,86
31,2,20,9,0,3,1,1,1,0,1,0,23,2,26,2,0,5,5,0,0,48,0,0,8,7,7,0,26,3,0,2,3,2,1,2
"1,529",644,802,83,25,62,41,3,9,7,18,0,631,126,862,39,0,548,302,130,4,"2,763",6,3,978,33,663,253,819,396,133,43,"1,134",797,337,224
210,26,127,57,6,5,1,0,4,0,0,0,30,19,77,6,2,70,51,15,4,360,0,0,174,2,71,2,111,12,11,14,217,116,101,14
20,4,16,0,0,1,0,0,0,0,0,0,32,1,26,0,0,18,7,5,0,57,0,0,1,6,13,0,37,5,4,2,75,42,33,1
116,17,63,36,2,20,5,0,13,0,1,0,23,15,58,5,2,93,40,20,28,232,1,0,59,4,41,1,126,9,1,12,110,73,37,13
283,85,168,30,4,12,4,1,6,1,2,0,95,15,161,5,1,181,123,36,0,666,0,0,237,82,115,9,223,26,22,31,165,125,40,32
21,7,13,1,0,1,0,0,0,1,1,0,11,8,25,0,0,11,2,7,0,81,0,0,20,1,3,3,52,3,1,3,132,62,70,10
438,51,325,62,12,27,3,1,23,0,0,0,116,46,152,10,3,221,94,50,17,892,6,6,258,192,238,8,184,60,23,18,515,307,208,43
3,0,3,0,1,0,0,0,0,0,0,0,2,0,4,0,0,5,3,2,0,19,0,0,1,6,0,0,12,0,0,0,6,4,2,0
311,75,215,21,4,40,16,1,19,1,2,0,184,46,244,9,1,228,167,42,0,876,0,0,337,5,174,72,286,98,36,15,535,447,88,37
5,0,3,2,1,1,1,0,0,0,0,0,3,2,1,0,0,4,1,2,0,7,0,0,1,0,0,0,6,0,1,1,4,3,1,0
557,40,423,94,11,14,5,0,6,0,3,0,114,43,226,22,3,207,123,55,4,"1,002",1,0,424,133,299,31,107,40,20,17,800,448,352,60
214,12,163,39,0,6,5,0,0,0,0,0,56,5,119,0,0,47,33,8,6,261,0,0,11,0,38,0,212,8,2,4,111,62,49,7
86,5,72,9,2,0,0,0,0,0,1,0,14,4,61,6,0,26,21,2,1,207,2,0,129,18,23,11,23,1,2,2,421,206,215,16
64,6,45,13,4,3,1,0,0,0,0,0,64,15,96,4,0,54,53,1,0,247,0,1,2,198,21,7,18,29,5,5,78,76,2,6
29,1,20,8,1,2,2,0,0,0,0,0,17,2,15,0,0,13,8,5,0,111,0,0,1,0,25,0,85,1,1,3,98,55,43,1
200,23,154,23,1,16,5,4,5,1,1,0,23,19,74,4,1,110,71,23,8,289,1,1,133,28,61,6,58,17,9,4,262,185,77,24
238,145,87,6,4,6,2,0,0,1,28,0,358,40,333,7,2,148,78,34,19,547,2,1,25,108,127,6,274,56,27,26,184,123,61,63
301,48,236,17,4,32,8,6,15,0,3,0,229,30,205,2,0,83,57,21,3,487,3,3,125,58,85,19,190,91,13,8,540,381,159,30
337,92,226,19,11,5,0,1,3,1,3,0,146,30,100,6,1,92,54,19,4,643,6,1,350,21,83,20,157,38,27,31,"1,274",578,696,68
19,3,16,0,0,2,2,0,0,0,0,0,20,2,25,1,1,5,0,3,1,56,0,0,7,1,11,1,35,13,0,1,9,7,2,1
61,17,35,9,0,2,2,0,0,0,1,0,30,3,32,7,0,50,33,3,5,124,0,0,59,15,21,6,22,3,5,8,99,61,38,12
12,7,5,0,0,2,0,1,0,0,0,0,5,3,1,1,0,4,0,3,0,20,0,0,2,2,3,0,13,12,0,0,37,28,9,1
25,13,12,0,0,1,1,0,0,0,0,0,15,5,33,1,0,12,5,3,0,48,0,0,3,8,3,1,33,9,0,2,50,40,10,4
20,4,13,3,0,0,0,0,0,0,0,0,4,4,18,0,0,5,2,3,0,30,0,0,2,1,3,0,24,2,1,0,27,16,11,0
115,10,83,22,2,3,0,0,2,0,0,0,91,21,99,6,0,60,47,4,0,369,0,0,117,12,27,1,209,25,1,10,162,111,51,8
72,10,55,7,0,6,1,2,3,0,0,0,68,3,24,1,0,20,20,0,0,66,0,0,3,0,8,1,54,5,3,6,33,26,7,2
334,33,198,103,2,11,8,0,3,0,0,0,111,52,202,16,3,191,96,73,1,969,0,3,398,8,299,47,211,46,18,30,310,167,143,29
3,0,1,2,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,1,0,7,0,0,0,0,2,0,5,0,0,2,6,6,0,1
231,33,141,57,6,5,5,0,0,0,1,0,53,29,147,31,0,220,137,52,1,622,1,14,334,7,105,14,146,27,9,14,283,162,121,20
11,0,11,0,0,0,0,0,0,0,0,0,3,2,4,0,0,1,1,0,0,7,0,0,1,0,1,0,5,2,0,0,0,0,0,0
178,37,121,20,4,12,5,1,3,1,3,0,67,28,127,2,1,106,31,43,0,292,1,0,27,12,98,21,133,48,12,12,171,109,62,22
66,5,52,9,2,8,5,0,2,1,4,0,16,13,32,2,0,37,17,10,0,93,0,0,17,2,10,2,61,5,4,6,68,48,20,8
972,223,579,170,12,55,7,30,18,0,9,0,342,26,674,23,2,266,263,3,0,"1,430",0,0,383,0,420,6,620,132,70,59,690,460,230,92
681,44,543,94,6,37,11,0,25,0,8,0,81,44,43,9,3,254,124,63,3,935,4,5,306,30,177,30,380,50,9,16,636,352,284,56
198,25,136,37,2,5,1,0,4,0,1,0,,35,118,12,3,69,39,21,0,383,0,1,178,54,33,30,87,15,2,8,207,123,84,10
314,65,208,41,3,13,13,0,0,0,1,0,182,47,187,9,0,105,72,32,0,530,0,1,18,0,2,0,506,31,4,35,383,250,133,20
85,9,61,15,2,2,1,0,1,0,2,1,40,10,61,8,0,105,58,26,10,331,0,1,142,27,114,16,31,16,2,2,104,66,38,6
57,19,34,4,0,2,1,0,1,0,0,0,27,3,38,6,0,25,15,8,2,100,0,0,6,43,13,2,36,5,8,1,14,12,2,4
16,1,15,0,1,4,1,0,3,0,0,0,28,6,29,0,0,21,12,4,2,57,1,0,2,8,7,2,36,4,4,3,60,30,30,1
51,12,38,1,2,2,2,0,0,0,0,0,43,8,25,0,0,10,4,3,0,90,0,1,12,10,19,0,47,9,1,4,52,32,20,9
87,13,67,7,0,2,2,0,0,0,1,0,24,4,29,2,0,15,11,2,2,84,0,0,4,0,8,0,72,3,1,0,66,45,21,9
645,99,386,160,7,36,5,0,26,5,5,0,195,40,295,5,1,179,140,20,16,905,6,0,78,2,139,6,674,17,21,19,657,373,284,38
5,0,5,0,0,1,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,10,0,0,3,0,0,1,6,5,0,0,8,6,2,0
32,4,28,0,2,5,2,1,2,0,0,0,10,0,11,0,0,11,1,5,1,42,0,0,4,3,5,5,25,3,0,1,92,60,32,3
265,32,198,35,7,11,4,2,5,0,2,0,98,20,124,8,0,66,33,23,8,356,0,0,39,5,81,4,226,24,8,21,259,166,93,24
67,11,56,0,0,2,0,0,0,1,0,0,3,10,58,0,0,57,54,2,0,127,0,0,10,0,6,1,103,14,4,7,136,95,41,10
96,11,78,7,1,7,3,0,4,0,0,0,29,1,46,2,0,35,17,9,0,106,0,0,5,4,23,4,70,8,1,2,235,127,108,3
2,1,1,0,0,2,2,0,0,0,0,0,16,0,17,0,0,4,2,1,0,30,0,0,0,1,2,0,27,1,0,0,0,0,0,0
286,73,152,61,0,2,0,0,1,1,2,0,31,16,96,4,0,36,19,9,1,201,0,0,10,7,56,11,116,10,15,6,154,121,33,21
51,6,41,4,1,6,2,1,2,0,0,0,22,7,19,0,2,51,23,7,9,104,0,0,5,23,27,2,47,6,0,2,259,141,118,16
12,5,7,0,0,3,2,0,1,0,1,0,5,2,11,0,0,8,6,1,0,19,0,0,4,1,1,1,12,1,1,0,1,1,0,0
215,43,172,0,0,7,4,0,3,0,3,0,80,36,174,24,1,203,77,105,1,966,1,0,510,29,199,33,194,58,21,41,263,154,109,32
71,22,35,14,4,3,1,1,1,0,1,0,19,5,52,2,0,19,8,4,1,63,0,0,15,4,11,0,33,2,2,2,24,16,8,4
112,29,66,17,3,5,3,2,0,0,2,0,62,3,104,0,0,26,17,0,0,106,0,0,0,10,9,2,82,16,4,8,67,42,25,11
2,0,2,0,0,1,0,0,1,0,0,0,4,1,13,0,0,3,1,2,0,11,0,0,0,1,3,0,7,1,0,1,27,20,7,2
67,8,59,0,3,5,3,0,2,0,0,0,23,13,31,0,0,26,15,3,0,90,0,0,2,3,8,3,74,7,4,1,36,22,14,6
"4,788",731,"3,148",909,21,351,140,25,170,5,36,0,"1,128",171,444,64,33,"2,335",870,798,562,"6,657",63,26,"1,231",505,"2,318",358,"2,150",673,327,11,"1,482","1,143",339,828
59,43,16,0,0,3,2,0,0,1,3,0,58,9,87,2,0,12,7,3,0,137,0,0,6,5,10,7,109,12,6,1,17,14,3,7
508,79,295,134,4,16,4,4,7,1,2,0,121,24,242,12,1,140,93,34,2,715,1,0,337,132,65,35,143,65,19,9,435,274,161,31
220,86,108,26,7,18,8,0,10,0,1,0,171,27,177,22,1,164,108,28,25,560,0,0,100,2,97,15,345,24,32,29,405,237,168,52
16,6,10,0,1,2,1,0,0,1,0,0,12,3,16,0,0,14,4,3,0,30,0,0,3,2,1,0,24,3,2,0,13,10,3,0
113,19,92,2,2,14,5,0,5,2,3,0,87,20,92,2,0,60,40,11,1,313,1,1,82,38,30,4,156,16,14,2,104,75,29,13
14,4,10,0,0,2,2,0,0,0,0,0,4,6,11,0,0,7,5,0,0,25,0,0,1,3,7,0,14,2,1,0,9,5,4,2
654,293,343,18,7,31,17,0,8,3,9,0,428,45,485,42,3,227,190,29,1,"1,108",4,3,299,142,296,111,252,108,104,15,651,526,125,167
8,3,5,0,1,2,2,0,0,0,1,0,13,1,31,0,0,1,0,1,0,34,0,0,3,1,1,0,29,3,2,0,7,5,2,2
162,50,98,14,3,8,3,0,4,1,3,0,92,23,106,9,1,65,32,14,16,299,0,0,44,2,64,0,189,7,12,7,314,200,114,34
7,0,6,1,2,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,145,0,0,8,0,0,0,137,2,0,0,37,28,9,0
492,163,313,16,7,28,14,1,9,3,9,0,211,101,254,22,0,209,132,55,12,"1,112",3,2,409,10,299,82,302,98,69,9,586,430,156,98
114,45,69,0,1,8,3,0,5,0,0,0,38,9,107,0,0,32,19,9,1,144,0,0,31,4,38,12,59,29,9,17,254,161,93,24
38,4,33,1,0,2,1,0,0,1,0,0,31,15,37,2,0,31,14,9,0,286,1,1,21,206,19,3,32,8,3,4,57,38,19,4
148,43,90,15,2,27,13,0,12,2,1,0,44,20,121,19,1,63,43,4,2,263,1,1,91,30,71,13,54,26,10,12,106,53,53,11
143,52,79,12,6,8,5,0,3,0,1,0,58,32,82,2,0,100,57,32,2,397,1,4,180,57,46,30,79,18,15,13,432,264,168,14
10,4,6,0,0,1,0,0,0,0,0,0,24,7,13,0,0,13,6,3,0,45,0,0,2,2,5,4,32,0,0,1,3,3,0,3
141,31,98,12,4,5,3,0,2,0,2,0,44,10,93,2,0,70,50,10,1,310,0,0,51,69,50,14,126,14,11,5,252,169,83,20
17,1,15,1,0,5,3,0,2,0,0,0,6,6,19,0,0,22,12,5,0,90,1,2,45,5,4,1,32,2,0,0,14,8,6,0
8,0,8,0,0,1,0,0,0,0,0,0,7,0,14,0,0,12,7,1,0,12,0,0,0,2,4,0,6,1,0,0,31,17,14,2
17,6,10,1,1,3,1,0,2,0,0,0,18,3,28,2,1,11,5,1,2,55,0,0,17,3,7,0,28,8,5,1,21,13,8,5
69,13,41,15,0,8,1,4,3,0,1,0,42,11,59,4,0,46,45,1,0,142,0,0,2,0,63,0,76,13,2,7,68,42,26,6
0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,1,0,2,1,0,0,5,0,0,0,1,1,0,3,0,0,0,0,0,0,0
24,1,20,3,1,0,0,0,0,0,0,0,16,14,54,3,0,41,26,7,2,114,0,0,5,7,9,2,90,6,0,4,30,18,12,1
47,6,41,0,0,5,3,1,0,1,0,1,14,10,22,1,1,34,25,5,1,137,0,1,31,6,10,2,87,9,0,11,143,78,65,6
18,0,17,1,0,3,1,0,1,0,0,0,16,8,13,0,0,17,8,6,0,54,1,0,11,1,6,2,33,2,2,2,159,84,75,4
42,16,24,2,1,1,0,0,0,1,0,0,32,20,40,8,0,14,6,4,2,68,0,0,14,1,9,2,41,4,3,1,86,68,18,7
25,15,10,0,0,0,0,0,0,0,0,0,11,2,35,2,0,8,5,3,0,46,0,4,1,1,13,2,23,11,0,5,64,37,27,5
431,79,255,97,0,10,4,2,3,1,4,0,71,14,202,11,0,41,18,12,0,266,2,0,50,13,32,15,147,14,16,15,169,114,55,47
149,16,102,31,2,4,3,0,1,0,0,0,34,20,104,7,2,113,84,27,0,382,0,0,16,1,103,6,256,16,4,14,376,236,140,30
20,3,16,1,0,0,0,0,0,0,0,0,11,5,18,0,0,10,7,2,0,43,0,0,6,6,3,1,27,1,1,7,15,9,6,2
301,57,210,34,3,9,3,1,3,2,2,0,62,25,67,7,0,103,61,16,3,303,1,1,140,28,19,3,108,14,10,14,242,135,107,40
130,17,83,30,1,8,2,2,4,0,0,0,47,3,54,3,1,55,53,2,0,113,0,0,0,0,32,0,81,4,4,5,214,107,107,7
242,53,149,40,6,6,2,1,3,0,4,0,82,80,132,5,1,137,86,26,17,534,0,3,294,31,46,12,147,36,2,21,381,249,132,11
17,2,15,0,0,3,2,0,1,0,0,0,1,16,16,1,0,32,17,6,2,149,0,0,41,6,5,0,97,6,0,1,179,92,87,10
34,3,26,5,1,2,1,0,1,0,0,0,22,2,33,1,0,16,14,1,0,45,0,0,7,0,10,1,27,10,2,4,92,62,30,9
8,1,7,0,0,1,1,0,0,0,0,0,6,2,11,1,0,3,1,0,0,65,0,0,9,41,1,0,14,2,0,0,83,47,36,2
18,0,18,0,0,0,0,0,0,0,0,0,3,0,2,0,0,20,7,2,3,30,0,0,0,3,18,0,9,0,0,2,56,27,29,2
256,65,130,61,5,8,1,1,6,0,0,0,90,17,184,21,0,127,52,72,0,444,1,0,227,58,41,11,103,24,10,6,129,80,49,23
67,9,58,0,6,6,4,0,1,0,2,0,13,19,48,0,0,39,26,8,1,215,0,0,76,4,13,2,120,12,2,4,156,96,60,9
167,56,103,8,1,7,5,1,1,0,2,0,64,24,124,3,0,63,51,3,1,281,1,0,24,110,8,9,129,8,3,3,124,98,26,14
"2,074",557,"1,384",133,43,128,34,0,49,3,18,2,787,130,875,91,10,724,464,174,84,"2,616",2,32,646,178,611,164,977,268,127,94,"1,677","1,030",647,312
611,140,419,52,6,29,18,0,8,3,8,0,342,30,459,19,0,205,173,28,0,"1,081",1,0,398,4,230,47,400,115,61,30,681,609,72,117
25,16,9,0,0,2,1,0,0,0,0,0,2,5,5,0,0,6,3,2,1,20,0,0,2,1,2,1,14,2,0,5,39,23,16,5
62,6,50,6,0,3,2,0,1,0,3,0,21,8,38,2,0,31,10,7,0,74,0,0,4,7,11,3,49,2,1,7,331,211,120,25
90,21,59,10,2,10,5,1,3,0,1,0,16,4,57,1,1,20,14,4,1,85,0,0,4,3,14,1,63,4,2,2,233,125,108,15
11,2,9,0,0,0,0,0,0,0,0,0,3,0,10,0,0,9,4,3,0,34,0,0,10,1,4,0,19,1,0,1,32,24,8,4
119,17,80,22,1,3,1,0,2,0,1,0,25,28,53,0,0,70,57,7,3,202,0,0,87,7,27,7,74,11,6,6,69,48,21,12
9,1,4,4,0,0,0,0,0,0,0,0,9,0,9,0,0,1,1,0,0,16,0,0,0,1,1,0,14,0,0,2,5,2,3,1
4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,1,70,33,37,6
22,4,9,9,2,0,0,0,0,0,0,0,4,0,6,0,0,4,1,0,0,12,0,0,3,3,1,0,5,3,0,3,57,28,29,2
"1,203",127,855,221,29,130,58,4,50,15,4,2,225,161,573,23,6,412,198,90,13,"1,694",0,4,686,369,233,44,338,210,36,68,"1,828",956,872,96
