State,Agency Type,Agency Name,Population,Total Offenses,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With an Object,Fondling,Incest,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Animal Cruelty,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution Offenses,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,State Total
MASSACHUSETTS,Cities,Whitman,"15,134",341,111,209,21,102,27,66,9,0,0,0,0,0,0,0,0,9,3,0,0,1,0,5,2,0,22,10,41,1,0,39,24,3,11,0,0,1,0,78,3,2,12,11,0,10,2,38,7,3,6,0,15,15,0,0,0,0,0,0,2,0,0,0,0,4,187527
MASSACHUSETTS,Cities,Wilbraham,"14,730",435,112,302,21,98,20,46,32,0,0,0,0,0,0,0,0,14,1,0,0,9,0,4,0,0,22,9,46,0,2,46,16,6,23,0,0,1,0,163,0,0,91,3,0,13,0,56,6,0,8,0,15,15,0,0,0,0,0,0,5,0,0,0,0,1,187527
MASSACHUSETTS,Cities,Williamsburg,"2,489",35,7,24,4,5,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,0,3,1,0,2,1,0,1,0,0,0,0,14,0,0,0,5,0,1,0,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,187527
MASSACHUSETTS,Cities,Williamstown,"8,021",144,23,117,4,19,2,15,2,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,3,0,28,0,0,9,8,1,0,0,0,0,0,73,0,0,2,4,0,9,0,58,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,187527
MASSACHUSETTS,Cities,Wilmington,"23,915",436,103,307,26,95,26,50,19,0,0,0,0,0,0,0,0,8,5,0,0,1,0,2,0,0,15,15,66,2,1,57,37,3,17,0,0,0,0,131,1,0,12,16,0,10,3,89,15,1,4,0,18,18,0,0,0,0,0,0,1,0,0,0,0,7,187527
MASSACHUSETTS,Cities,Winchendon,"10,897",399,150,218,31,125,28,67,30,0,0,0,0,0,0,0,1,24,4,5,0,7,4,4,1,0,30,3,71,2,2,33,13,3,17,0,0,0,0,60,1,0,6,18,0,2,0,33,12,0,4,1,16,16,0,0,0,0,0,0,4,1,0,1,0,9,187527
MASSACHUSETTS,Cities,Winchester,"22,850",149,17,130,2,17,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,33,0,0,0,0,0,0,0,0,0,0,78,0,0,4,6,0,27,4,37,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187527
MASSACHUSETTS,Cities,Winthrop,"18,692",360,93,249,18,87,29,36,22,0,0,0,0,0,0,0,1,5,2,0,0,1,0,2,0,0,11,1,58,0,3,45,25,3,17,0,0,0,0,104,0,0,7,19,0,43,0,35,16,6,5,0,14,14,0,0,0,0,0,0,0,1,0,1,0,3,187527
MASSACHUSETTS,Cities,Woburn,"40,251","1,096",194,800,102,181,58,106,17,0,0,0,0,3,3,0,0,10,2,0,0,5,0,3,1,0,46,20,134,2,1,199,116,15,67,0,1,0,0,330,3,3,108,39,0,55,7,115,45,10,12,0,72,71,1,1,0,1,0,0,6,14,10,4,0,9,187527
MASSACHUSETTS,Cities,Worcester,"184,945","10,740","3,516","6,501",723,"3,337",889,"1,844",604,13,13,0,0,6,6,0,69,91,37,3,0,45,0,6,6,0,717,129,"1,294",40,10,911,288,325,10,2,142,122,22,"2,727",5,0,606,384,6,784,220,722,365,230,72,8,487,487,0,0,0,0,0,0,11,84,79,5,0,133,187527
MASSACHUSETTS,Cities,Worthington,"1,191",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187527
MASSACHUSETTS,Cities,Wrentham,"11,989",239,22,214,3,20,2,17,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,18,12,2,0,0,16,4,9,2,0,1,0,0,157,0,0,83,3,0,20,1,50,6,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,187527
MASSACHUSETTS,Cities,Yarmouth,"23,076",834,296,444,94,251,74,137,40,0,0,0,0,6,3,3,2,37,15,4,0,5,1,12,0,0,38,19,88,0,1,87,59,7,21,0,0,0,0,197,1,0,19,39,0,28,0,110,5,3,6,0,79,79,0,2,0,2,0,0,0,1,1,0,0,12,187527
MICHIGAN,Cities,Addison Township,"6,653",49,21,28,0,18,2,15,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,5,0,1,0,0,9,3,3,0,0,0,3,0,9,0,0,0,2,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Adrian,"20,334","1,677",710,844,123,636,91,477,68,3,0,3,0,1,0,1,6,64,18,11,8,27,0,0,1,0,98,24,183,7,5,110,43,29,1,1,16,19,1,377,0,4,124,118,0,51,5,75,17,12,10,1,91,70,21,0,0,0,0,0,7,1,0,1,0,23,458894
MICHIGAN,Cities,Adrian Township,"6,239",48,19,25,4,15,1,11,3,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,2,0,4,1,0,12,6,2,0,0,0,4,0,6,0,0,0,2,0,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,458894
MICHIGAN,Cities,Akron,374,29,10,18,1,8,0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8,0,0,6,3,2,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Albion,"8,462",932,402,472,58,379,65,276,38,1,1,0,0,0,0,0,0,22,5,1,0,16,0,0,1,0,75,21,84,6,0,31,12,13,6,0,0,0,0,212,2,2,48,33,0,40,3,84,14,8,20,0,50,28,22,0,0,0,0,0,3,0,0,0,0,5,458894
MICHIGAN,Cities,Allegan,"5,038",245,105,94,46,80,5,59,16,0,0,0,0,0,0,0,0,25,2,2,0,21,0,0,1,0,1,5,26,4,0,10,4,3,3,0,0,0,0,42,1,0,6,17,1,5,0,12,4,1,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,5,458894
MICHIGAN,Cities,Allen Park,"26,945",946,189,704,53,174,28,138,8,0,0,0,0,0,0,0,0,15,7,1,2,5,0,0,2,0,54,6,50,9,1,125,32,40,15,0,4,33,1,400,2,0,145,26,0,75,19,133,42,10,5,1,47,30,17,0,0,0,0,0,0,0,0,0,0,5,458894
MICHIGAN,Cities,Alma,"8,866",486,231,191,64,204,13,171,20,0,0,0,0,0,0,0,0,27,2,1,2,22,0,0,0,0,12,4,41,2,1,30,10,9,2,0,0,8,1,96,0,0,14,29,0,11,0,42,3,2,0,3,51,50,1,0,0,0,0,0,1,1,1,0,0,8,458894
MICHIGAN,Cities,Almont,"2,814",139,52,80,7,47,9,17,21,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,0,0,7,2,16,0,0,31,15,4,0,0,0,11,1,19,0,0,0,6,0,4,1,8,3,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,458894
MICHIGAN,Cities,Alpena,"9,901",550,249,242,59,209,37,153,19,0,0,0,0,0,0,0,0,40,17,1,2,20,0,0,0,0,30,6,45,4,0,24,9,5,6,0,2,2,0,125,0,1,6,38,0,16,3,61,7,1,0,3,47,31,16,0,0,0,0,0,1,0,0,0,0,8,458894
MICHIGAN,Cities,Ann Arbor,"122,893","4,574","1,119","3,310",145,988,185,667,136,3,2,1,0,0,0,0,12,116,46,24,7,34,0,5,8,0,199,76,340,35,12,619,304,108,0,0,18,182,7,"1,811",13,4,362,338,0,620,69,405,138,46,26,4,104,101,3,0,0,0,0,0,8,1,0,1,0,28,458894
MICHIGAN,Cities,Argentine Township,"6,506",55,12,38,5,11,2,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,2,8,0,0,7,0,1,1,0,0,5,0,13,0,0,1,0,0,3,1,8,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,458894
MICHIGAN,Cities,Au Gres,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Auburn Hills,"24,393","1,293",341,876,76,299,47,217,35,0,0,0,0,0,0,0,0,42,13,8,4,17,0,0,2,0,33,15,88,29,1,164,70,37,0,0,13,43,1,502,1,2,238,103,0,57,31,70,18,11,13,2,49,34,15,0,0,0,0,0,6,1,0,1,0,18,458894
MICHIGAN,Cities,Augusta,902,39,16,22,1,12,0,12,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,14,0,0,2,5,0,0,0,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Bad Axe,"2,923",138,53,74,11,45,1,32,12,0,0,0,0,0,0,0,0,8,4,1,0,3,0,0,0,0,1,1,9,2,0,18,7,5,0,0,2,3,1,40,0,0,20,4,0,1,1,14,1,1,1,0,8,8,0,0,0,0,0,0,1,0,0,0,0,2,458894
MICHIGAN,Cities,Bancroft,494,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Bangor,"1,823",140,79,44,17,74,17,53,4,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,1,0,6,2,10,1,0,5,2,1,1,0,0,1,0,15,0,1,4,1,0,2,1,6,3,0,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,3,458894
MICHIGAN,Cities,Baroda-Lake Township,"3,859",179,43,102,34,39,5,23,11,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,6,0,27,0,0,31,13,10,3,0,2,1,2,30,0,0,1,3,0,1,0,25,6,0,2,0,24,23,1,0,0,0,0,0,0,0,0,0,0,10,458894
MICHIGAN,Cities,Barryton,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Barry Township,"3,510",49,16,24,9,16,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,3,1,0,0,0,2,0,0,9,0,0,1,1,0,3,0,4,1,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,2,458894
MICHIGAN,Cities,Bath Township,"13,131",253,65,179,9,51,7,41,3,0,0,0,0,0,0,0,2,12,4,3,0,5,0,0,0,0,18,0,25,2,0,35,13,11,2,0,2,7,0,86,3,0,23,23,0,21,0,16,11,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,458894
MICHIGAN,Cities,Battle Creek,"60,607","5,308","1,883","2,990",435,"1,761",441,"1,265",55,6,5,1,0,0,0,0,16,100,35,22,3,40,0,0,27,0,446,56,553,13,0,256,73,113,13,0,14,43,0,"1,384",1,3,309,226,8,300,63,474,135,67,53,23,311,251,60,0,0,0,0,0,2,2,2,0,0,97,458894
MICHIGAN,Cities,Bay City,"32,793","2,337","1,022","1,173",142,938,215,615,108,2,2,0,0,0,0,0,10,72,29,5,1,37,0,0,4,0,139,18,333,6,2,121,58,47,7,0,3,5,1,483,1,3,49,62,0,128,9,231,43,20,4,0,108,105,3,0,0,0,0,0,3,0,0,0,0,31,458894
MICHIGAN,Cities,Beaverton,"1,176",29,12,15,2,12,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,7,0,0,2,3,0,0,0,2,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Belding,"5,747",214,71,112,31,61,2,55,4,0,0,0,0,0,0,0,1,9,2,1,0,6,0,0,0,0,8,7,27,0,0,7,2,3,1,0,0,1,0,58,0,0,11,20,0,5,1,21,2,1,2,0,25,23,2,0,0,0,0,0,1,0,0,0,0,5,458894
MICHIGAN,Cities,Bellaire,"1,067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Belleville,"3,873",208,73,110,25,70,8,34,28,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,5,31,0,0,25,18,5,0,0,0,1,1,35,1,0,5,3,0,9,0,17,3,1,1,0,22,13,9,0,0,0,0,0,1,0,0,0,0,2,458894
MICHIGAN,Cities,Bellevue,"1,291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Benton Harbor,"9,801","1,218",467,632,119,440,150,215,75,3,3,0,0,0,0,0,0,24,11,5,2,6,0,0,1,0,73,2,236,2,1,33,5,9,5,0,3,11,0,198,0,1,9,39,0,38,4,107,49,19,18,0,8,8,0,0,0,0,0,0,2,0,0,0,0,109,458894
MICHIGAN,Cities,Benton Township,"14,372","2,123",717,"1,276",130,655,228,355,72,2,2,0,0,0,0,0,10,50,20,10,2,18,0,0,7,0,108,39,228,22,0,106,35,41,13,0,2,14,1,631,5,5,330,66,0,101,12,112,87,25,23,0,62,57,5,0,0,0,0,0,4,3,1,2,0,61,458894
MICHIGAN,Cities,Berkley,"15,482",246,47,175,24,43,5,19,19,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,6,3,45,2,2,67,31,2,0,0,1,33,0,48,0,0,9,5,0,8,1,25,0,1,1,1,13,10,3,0,0,0,0,0,0,0,0,0,0,10,458894
MICHIGAN,Cities,Berrien Springs-Oronoko Township,"8,940",236,54,165,17,45,6,38,1,0,0,0,0,0,0,0,0,9,3,1,1,4,0,0,0,0,16,5,32,5,1,28,15,6,2,0,2,3,0,65,0,0,12,9,0,19,2,23,10,1,2,1,13,12,1,0,0,0,0,0,0,0,0,0,0,3,458894
MICHIGAN,Cities,Beverly Hills,"10,429",201,25,161,15,24,2,17,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,2,22,1,0,56,30,4,0,0,1,20,1,61,0,0,9,6,0,21,0,25,9,0,0,0,9,8,1,0,0,0,0,0,1,0,0,0,0,5,458894
MICHIGAN,Cities,Big Rapids,"10,389",518,202,264,52,185,20,146,19,0,0,0,0,0,0,0,0,17,6,0,0,11,0,0,1,0,18,15,58,5,1,43,23,12,2,0,3,3,0,115,1,0,8,10,0,40,1,55,3,0,5,2,40,32,8,0,0,0,0,0,3,0,0,0,0,7,458894
MICHIGAN,Cities,Birch Run,"1,462",110,21,84,5,20,3,12,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,14,4,0,9,7,2,0,0,0,0,0,53,0,0,33,3,0,5,3,9,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,458894
MICHIGAN,Cities,Birmingham,"21,479",377,63,295,19,59,7,44,8,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,20,4,33,7,1,113,43,15,0,0,7,48,0,107,0,0,13,37,0,40,4,13,7,1,2,0,13,10,3,0,0,0,0,0,0,0,0,0,0,6,458894
MICHIGAN,Cities,Blackman Township,"37,002","2,626",775,"1,671",180,710,42,623,45,1,1,0,0,0,0,0,8,56,24,7,3,22,0,0,2,0,90,37,175,8,9,194,85,98,8,0,3,0,0,"1,076",5,11,668,31,2,120,23,216,71,8,1,1,134,104,30,0,0,0,0,0,1,0,0,0,0,44,458894
MICHIGAN,Cities,Blissfield,"3,250",75,32,39,4,28,4,20,4,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,5,1,6,0,0,11,5,3,0,0,3,0,0,15,0,1,1,3,0,2,0,8,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,458894
MICHIGAN,Cities,Bloomfield Hills,"4,027",100,22,73,5,20,3,3,14,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,4,2,5,1,1,35,25,2,0,0,2,6,0,19,0,0,0,7,0,4,0,8,2,1,3,0,3,2,1,0,0,0,0,0,1,0,0,0,0,1,458894
MICHIGAN,Cities,Bloomfield Township,"42,326",863,140,666,57,135,9,80,46,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,41,10,38,13,2,267,106,28,0,0,1,131,1,273,0,0,84,28,0,50,11,100,16,1,5,0,33,23,10,0,0,0,0,0,2,0,0,0,0,22,458894
MICHIGAN,Cities,Boyne City,"3,752",107,57,42,8,53,10,40,3,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,1,5,1,0,9,3,2,0,0,0,4,0,25,0,0,19,1,0,1,1,3,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Brandon Township,"16,121",200,87,105,8,83,10,73,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,10,3,28,1,0,22,5,6,1,0,0,10,0,36,0,0,1,13,0,11,4,7,5,0,0,0,6,4,2,0,0,0,0,0,2,0,0,0,0,0,458894
MICHIGAN,Cities,Breckenridge,"1,261",24,7,15,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,6,0,0,1,2,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Bridgeport Township,"9,778",381,147,222,12,133,41,75,17,0,0,0,0,0,0,0,0,14,3,2,0,8,0,1,0,0,37,3,69,4,0,15,5,4,5,0,1,0,0,81,0,1,8,5,0,25,0,42,8,3,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,458894
MICHIGAN,Cities,Bridgman,"2,224",87,34,33,20,29,3,18,8,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,1,6,2,0,7,5,2,0,0,0,0,0,14,0,0,1,2,1,3,0,7,2,0,1,1,14,14,0,0,0,0,0,0,0,0,0,0,0,5,458894
MICHIGAN,Cities,Brighton,"7,684",316,66,238,12,57,4,46,7,1,1,0,0,0,0,0,0,8,1,2,1,4,0,0,0,0,8,10,36,6,0,28,12,5,0,0,1,8,2,144,1,0,75,17,0,28,7,16,4,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,4,458894
MICHIGAN,Cities,Bronson,"2,308",131,46,77,8,38,5,33,0,0,0,0,0,0,0,0,2,6,2,3,0,1,0,0,0,0,6,1,18,0,0,8,2,3,2,0,0,1,0,39,0,0,3,10,1,5,0,20,4,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,458894
MICHIGAN,Cities,Brown City,"1,240",53,18,35,0,18,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,2,1,1,0,0,0,0,0,15,0,0,3,3,0,2,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Brownstown Township,"32,083",952,394,509,49,371,59,263,49,0,0,0,0,0,0,0,1,22,6,5,1,10,0,0,7,0,54,14,81,6,6,83,53,25,4,0,1,0,0,214,1,3,11,23,0,65,22,89,35,4,5,0,26,21,5,0,0,0,0,0,5,0,0,0,0,18,458894
MICHIGAN,Cities,Buchanan,"4,274",314,129,172,13,116,14,79,23,0,0,0,0,0,0,0,0,13,3,3,1,6,0,0,2,0,13,4,36,2,0,18,11,2,1,0,2,2,0,88,0,1,10,8,0,31,1,37,7,0,2,2,7,7,0,0,0,0,0,0,3,0,0,0,0,1,458894
MICHIGAN,Cities,Buena Vista Township,"8,095",614,288,311,15,271,74,160,37,3,2,1,0,0,0,0,2,12,6,2,0,4,0,0,0,0,59,7,106,1,0,14,5,5,0,0,1,3,0,101,0,0,9,10,0,19,2,61,13,8,2,0,11,6,5,0,0,0,0,0,0,0,0,0,0,4,458894
MICHIGAN,Cities,Burton2,"28,496",3737,590,,109,541,96,394,51,2,2,0,0,0,0,0,5,42,11,4,5,21,0,1,0,0,,22,163,16,1,140,95,16,11,0,3,15,0,535,1,3,274,37,0,84,8,128,89,18,13,0,81,80,1,0,0,0,0,0,2,1,0,1,0,25,458894
MICHIGAN,Cities,Cadillac,"10,466",987,417,497,73,386,34,223,129,0,0,0,0,0,0,0,3,28,13,4,0,11,0,0,4,0,30,4,88,5,1,31,9,12,5,1,0,4,0,314,0,1,35,51,0,87,1,139,15,1,4,0,57,57,0,0,0,0,0,0,3,0,0,0,0,13,458894
MICHIGAN,Cities,Calumet,691,9,1,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,458894
MICHIGAN,Cities,Cambridge Township,"5,657",93,28,62,3,23,2,13,8,0,0,0,0,0,0,0,0,5,2,1,0,2,0,0,0,0,7,1,12,0,0,19,13,4,0,0,2,0,0,19,0,0,0,4,0,3,1,11,4,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,458894
MICHIGAN,Cities,Canton Township,"93,406","2,897",892,"1,758",247,837,83,652,102,2,1,1,0,0,0,0,1,52,21,7,2,22,0,0,5,0,70,22,131,30,5,481,168,53,1,0,7,249,3,929,2,4,390,133,0,157,45,198,57,6,22,10,188,135,53,0,0,0,0,0,2,3,2,1,0,44,458894
MICHIGAN,Cities,Capac,"1,822",79,29,44,6,28,5,12,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,9,1,2,9,7,1,0,0,0,1,0,14,0,0,1,2,0,2,0,9,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Caro,"3,969",234,88,136,10,82,8,63,11,0,0,0,0,0,0,0,1,5,1,3,0,1,0,0,0,0,4,3,34,2,0,20,14,3,0,0,1,2,0,68,1,1,26,11,0,6,1,22,5,0,0,1,7,5,2,0,0,0,0,0,0,0,0,0,0,2,458894
MICHIGAN,Cities,Carrollton Township,"5,626",218,94,116,8,91,11,68,12,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23,0,36,2,0,7,3,1,1,0,0,2,0,45,0,0,5,3,0,9,5,23,1,0,1,0,3,3,0,0,0,0,0,0,2,0,0,0,0,3,458894
MICHIGAN,Cities,Carson City,"1,117",28,10,9,9,5,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2,458894
MICHIGAN,Cities,Caseville,731,30,9,21,0,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,1,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Caspian-Gaastra,"1,165",15,6,6,3,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,458894
MICHIGAN,Cities,Cass City,"2,268",123,45,73,5,44,0,24,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,18,4,0,11,4,2,0,0,1,3,1,35,0,0,0,8,0,7,0,20,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Cassopolis,"1,695",41,23,16,2,20,0,16,4,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,458894
MICHIGAN,Cities,Center Line,"8,232",359,80,252,27,72,20,47,5,0,0,0,0,0,0,0,1,7,4,0,0,3,0,0,0,0,13,2,41,2,0,65,57,3,0,0,0,5,0,113,0,0,15,10,0,25,17,46,10,4,2,0,17,16,1,0,0,0,0,0,0,2,0,2,0,8,458894
MICHIGAN,Cities,Central Lake,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Charlevoix,"2,498",117,49,60,8,41,4,36,1,0,0,0,0,0,0,0,0,8,5,1,0,2,0,0,1,0,6,2,10,2,0,8,3,2,1,0,0,1,1,27,0,0,12,3,0,3,0,9,3,0,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,458894
MICHIGAN,Cities,Charlotte,"9,088",516,207,269,40,189,18,141,30,0,0,0,0,0,0,0,1,17,6,1,0,10,0,0,0,0,20,13,40,8,0,27,5,6,7,0,2,6,1,144,0,0,73,24,0,17,5,25,12,3,2,0,34,27,7,0,0,0,0,0,0,0,0,0,0,6,458894
MICHIGAN,Cities,Cheboygan,"4,695",232,88,139,5,75,10,54,11,0,0,0,0,0,0,0,1,12,7,1,0,3,1,0,1,0,7,3,29,1,0,17,9,4,2,0,2,0,0,80,1,0,33,19,0,7,1,19,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,458894
MICHIGAN,Cities,Chelsea,"5,543",136,25,110,1,24,4,14,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,13,0,1,20,7,10,0,0,0,3,0,66,0,0,3,17,0,30,7,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458894
